customer_id,offer_taken_date,gender,age,branch_name,branch_rank,valid_upto,bill_amount,offer_usage_count,discount_amount,area_of_branch,customer_comment,food_rating,serving_rating,category,tip_amount,offer_taken,year
CUST0062,2025-01-05,M,45.0,Branch_4,4,2025-04-05,2700.0,0,0.0,Kukatpally,average,3.0,5.0,Veg,1000,No,2024.0
CUST0063,2025-01-23,Unknown,30.0,Branch_2,2,2025-04-23,810.0,0,0.0,Gachibowli,average,4.0,4.0,Veg,50,No,2024.0
CUST0064,,Unknown,25.0,Branch_3,3,,2700.0,0,0.0,Hitech City,good????,5.0,3.0,Veg,100,No,2024.0
CUST0065,,Unknown,60.0,Branch_10,10,,810.0,0,0.0,Mehdipatnam,average,2.0,1.0,Veg,50,No,2024.0
CUST0066,2025-02-18,Unknown,30.0,Branch_7,7,2025-05-19,1080.0,0,0.0,LB Nagar,Not much benefit,3.0,2.0,Non-Veg,10,No,2024.0
CUST0067,,Unknown,45.0,Branch_6,6,,10800.0,0,0.0,Secunderabad,Did not use offer,1.0,5.0,Veg,0,No,2024.0
CUST0068,2025-02-16,Unknown,30.0,Branch_4,4,2025-05-17,810.0,0,0.0,Kukatpally,Not much benefit,1.0,1.0,Veg,10,No,2024.0
CUST0069,,Unknown,30.0,Branch_5,5,,2700.0,0,0.0,Ameerpet,Did not use offer,5.0,3.0,Non-Veg,300,No,2024.0
CUST0070,,Unknown,45.0,Branch_8,8,,540.0,0,0.0,Dilsukhnagar,Average experience,2.0,1.0,Non-Veg,10,No,2024.0
CUST0071,,F,30.0,Branch_9,9,,45.0,0,0.0,Uppal,,3.0,4.0,Veg,300,No,2024.0
CUST0072,,F,60.0,Branch_5,5,,45.0,0,0.0,Ameerpet,Worth the price??,3.0,1.0,Non-Veg,100,No,2024.0
CUST0073,2025-01-18,Unknown,18.0,Branch_3,3,2025-04-18,45.0,0,0.0,Hitech City,average,1.0,5.0,Veg,50,No,2024.0
CUST0074,,M,45.0,Branch_3,3,,810.0,0,0.0,Hitech City,average,4.0,1.0,Veg,50,No,2024.0
CUST0075,,F,25.0,Branch_1,1,,45.0,0,0.0,Madhapur,Too crowded!!!,5.0,3.0,Veg,10,No,2024.0
CUST0076,2025-02-05,F,30.0,Branch_10,10,2025-05-06,810.0,0,0.0,Mehdipatnam,Not much benefit,4.0,3.0,Non-Veg,50,No,2024.0
CUST0077,,M,30.0,Branch_1,1,,1080.0,0,0.0,Madhapur,Loved it ,2.0,3.0,Non-Veg,0,No,2024.0
CUST0078,2025-01-16,Unknown,30.0,Branch_7,7,2025-04-16,1080.0,0,0.0,LB Nagar,Average experience,1.0,2.0,Veg,300,No,2024.0
CUST0079,,F,45.0,Branch_2,2,,2700.0,0,0.0,Gachibowli,Too crowded!!!,3.0,5.0,Non-Veg,1000,No,2024.0
CUST0080,2025-01-28,Unknown,25.0,Branch_3,3,2025-04-28,1080.0,0,0.0,Hitech City,good savings,1.0,2.0,Veg,100,No,2024.0
CUST0081,,Unknown,30.0,Branch_8,8,,810.0,0,0.0,Dilsukhnagar,Average experience,5.0,5.0,Non-Veg,50,No,2024.0
CUST0082,2025-02-08,Unknown,30.0,Branch_10,10,2025-05-09,810.0,0,0.0,Mehdipatnam,good savings,2.0,3.0,Non-Veg,100,No,2024.0
CUST0083,2025-02-18,F,30.0,Branch_1,1,2025-05-19,10800.0,0,0.0,Madhapur,Did not use offer,3.0,4.0,Veg,10,No,2024.0
CUST0084,,Unknown,60.0,Branch_2,2,,2700.0,0,0.0,Gachibowli,Crowded but good,3.0,3.0,Non-Veg,0,No,2024.0
CUST0085,2025-01-22,M,30.0,Branch_7,7,2025-04-22,2700.0,0,0.0,LB Nagar,good savings,3.0,3.0,Veg,0,No,2024.0
CUST0086,,Unknown,30.0,Branch_1,1,,10800.0,0,0.0,Madhapur,Very useful offer!!!,2.0,5.0,Veg,100,No,2024.0
CUST0087,,F,45.0,Branch_1,1,,2700.0,0,0.0,Madhapur,Did not use offer,2.0,3.0,Non-Veg,300,No,2024.0
CUST0088,,F,25.0,Branch_10,10,,45.0,0,0.0,Mehdipatnam,Average experience,5.0,1.0,Non-Veg,50,No,2024.0
CUST0089,2025-01-15,F,30.0,Branch_2,2,2025-04-15,45.0,0,0.0,Gachibowli,,3.0,3.0,Non-Veg,300,No,2024.0
CUST0090,,F,30.0,Branch_8,8,,810.0,0,0.0,Dilsukhnagar,Did not use offer,2.0,4.0,Veg,100,No,2024.0
CUST0091,2025-02-25,Unknown,45.0,Branch_7,7,2025-05-26,540.0,0,0.0,LB Nagar,average,1.0,3.0,Non-Veg,20,No,2024.0
CUST0092,,Unknown,60.0,Branch_8,8,,10800.0,0,0.0,Dilsukhnagar,Offer okay,5.0,5.0,Non-Veg,50,No,2024.0
CUST0093,,Unknown,30.0,Branch_4,4,,10800.0,0,0.0,Kukatpally,average,4.0,1.0,Veg,300,No,2024.0
CUST0094,,F,30.0,Branch_7,7,,2700.0,0,0.0,LB Nagar,Very useful offer!!!,2.0,5.0,Non-Veg,20,No,2024.0
CUST0095,2025-02-25,F,30.0,Branch_1,1,2025-05-26,810.0,0,0.0,Madhapur,average,3.0,2.0,Veg,50,No,2024.0
CUST0096,,M,60.0,Branch_7,7,,540.0,0,0.0,LB Nagar,average,3.0,5.0,Non-Veg,20,No,2024.0
CUST0097,,M,30.0,Branch_1,1,,10800.0,0,0.0,Madhapur,Loved it ,3.0,3.0,Veg,300,No,2024.0
CUST0098,2025-01-28,Unknown,25.0,Branch_2,2,2025-04-28,10800.0,0,0.0,Gachibowli,good????,3.0,1.0,Veg,20,No,2024.0
CUST0099,2025-01-19,Unknown,25.0,Branch_4,4,2025-04-19,540.0,0,0.0,Kukatpally,Worth the price??,2.0,1.0,Non-Veg,1000,No,2024.0
CUST0100,,Unknown,25.0,Branch_4,4,,1080.0,0,0.0,Kukatpally,,4.0,3.0,Veg,50,No,2024.0
CUST0101,,Unknown,25.0,Branch_8,8,,2700.0,0,0.0,Dilsukhnagar,good savings,4.0,3.0,Non-Veg,20,No,2024.0
CUST0102,,Unknown,30.0,Branch_8,8,,2700.0,0,0.0,Dilsukhnagar,Crowded but good,4.0,1.0,Veg,50,No,2024.0
CUST0103,,M,30.0,Branch_5,5,,1080.0,0,0.0,Ameerpet,Average experience,1.0,5.0,Non-Veg,1000,No,2024.0
CUST0104,2025-02-28,F,60.0,Branch_5,5,2025-05-29,2700.0,0,0.0,Ameerpet,,3.0,2.0,Non-Veg,20,No,2024.0
CUST0105,2025-02-10,Unknown,30.0,Branch_5,5,2025-05-11,2700.0,0,0.0,Ameerpet,Not worth it :(,3.0,3.0,Veg,0,No,2024.0
CUST0106,,F,30.0,Branch_7,7,,540.0,0,0.0,LB Nagar,Worth the price??,5.0,3.0,Non-Veg,100,No,2024.0
CUST0107,,Unknown,45.0,Branch_5,5,,10800.0,0,0.0,Ameerpet,good????,3.0,1.0,Non-Veg,0,No,2024.0
CUST0108,2025-02-18,Unknown,18.0,Branch_7,7,2025-05-19,10800.0,0,0.0,LB Nagar,Too crowded!!!,4.0,1.0,Veg,100,No,2024.0
CUST0109,2025-01-30,Unknown,60.0,Branch_5,5,2025-04-30,2700.0,0,0.0,Ameerpet,good savings,3.0,2.0,Non-Veg,0,No,2024.0
CUST0110,,Unknown,45.0,Branch_2,2,,1080.0,0,0.0,Gachibowli,Loved it ,4.0,1.0,Veg,0,No,2024.0
CUST0111,2025-01-20,Unknown,30.0,Branch_3,3,2025-04-20,45.0,0,0.0,Hitech City,Offer okay,3.0,3.0,Non-Veg,100,No,2024.0
CUST0112,,Unknown,18.0,Branch_3,3,,1080.0,0,0.0,Hitech City,average,4.0,5.0,Non-Veg,20,No,2024.0
CUST0113,2025-02-14,Unknown,18.0,Branch_4,4,2025-05-15,270.0,0,0.0,Kukatpally,Loved it ,3.0,5.0,Non-Veg,20,No,2024.0
CUST0114,2025-01-26,M,30.0,Branch_8,8,2025-04-26,270.0,0,0.0,Dilsukhnagar,Loved it ,3.0,5.0,Veg,0,No,2024.0
CUST0115,,F,18.0,Branch_10,10,,270.0,0,0.0,Mehdipatnam,average,5.0,2.0,Non-Veg,10,No,2024.0
CUST0116,2025-01-22,M,45.0,Branch_10,10,2025-04-22,270.0,0,0.0,Mehdipatnam,average,2.0,2.0,Non-Veg,20,No,2024.0
CUST0117,2025-01-08,F,60.0,Branch_6,6,2025-04-08,10800.0,0,0.0,Secunderabad,Very useful offer!!!,2.0,3.0,Veg,10,No,2024.0
CUST0118,,Unknown,30.0,Branch_2,2,,1080.0,0,0.0,Gachibowli,Too crowded!!!,3.0,5.0,Non-Veg,0,No,2024.0
CUST0119,,M,45.0,Branch_10,10,,1080.0,0,0.0,Mehdipatnam,Not much benefit,3.0,1.0,Veg,50,No,2024.0
CUST0120,,Unknown,30.0,Branch_2,2,,810.0,0,0.0,Gachibowli,good savings,1.0,3.0,Non-Veg,10,No,2024.0
CUST0121,2025-01-09,Unknown,30.0,Branch_9,9,2025-04-09,1080.0,0,0.0,Uppal,Not worth it :(,5.0,3.0,Non-Veg,100,No,2024.0
CUST0122,,F,30.0,Branch_2,2,,45.0,0,0.0,Gachibowli,Not much benefit,2.0,4.0,Veg,1000,No,2024.0
CUST0123,,Unknown,30.0,Branch_2,2,,810.0,0,0.0,Gachibowli,Offer okay,3.0,3.0,Veg,10,No,2024.0
CUST0124,,M,30.0,Branch_2,2,,45.0,0,0.0,Gachibowli,good savings,3.0,3.0,Veg,1000,No,2024.0
CUST0125,2025-02-05,Unknown,18.0,Branch_9,9,2025-05-06,1080.0,0,0.0,Uppal,Crowded but good,3.0,3.0,Non-Veg,1000,No,2024.0
CUST0126,2025-01-19,F,25.0,Branch_10,10,2025-04-19,540.0,0,0.0,Mehdipatnam,Loved it ,4.0,2.0,Veg,20,No,2024.0
CUST0127,,F,30.0,Branch_10,10,,45.0,0,0.0,Mehdipatnam,average,5.0,5.0,Non-Veg,300,No,2024.0
CUST0128,2025-02-08,F,45.0,Branch_1,1,2025-05-09,10800.0,0,0.0,Madhapur,good????,3.0,3.0,Veg,0,No,2024.0
CUST0129,2025-02-25,F,30.0,Branch_2,2,2025-05-26,1080.0,0,0.0,Gachibowli,good savings,3.0,5.0,Veg,50,No,2024.0
CUST0130,,Unknown,45.0,Branch_3,3,,810.0,0,0.0,Hitech City,good????,3.0,5.0,Non-Veg,0,No,2024.0
CUST0131,2025-01-10,Unknown,30.0,Branch_2,2,2025-04-10,10800.0,0,0.0,Gachibowli,Loved it ,4.0,4.0,Non-Veg,50,No,2024.0
CUST0132,,M,60.0,Branch_9,9,,540.0,0,0.0,Uppal,Crowded but good,1.0,3.0,Non-Veg,300,No,2024.0
CUST0133,,M,30.0,Branch_5,5,,1080.0,0,0.0,Ameerpet,Crowded but good,5.0,1.0,Veg,10,No,2024.0
CUST0134,,Unknown,60.0,Branch_5,5,,270.0,0,0.0,Ameerpet,good savings,1.0,4.0,Non-Veg,50,No,2024.0
CUST0135,2025-01-09,Unknown,18.0,Branch_9,9,2025-04-09,1080.0,0,0.0,Uppal,Crowded but good,3.0,1.0,Non-Veg,0,No,2024.0
CUST0136,,Unknown,30.0,Branch_10,10,,45.0,0,0.0,Mehdipatnam,good????,3.0,4.0,Veg,0,No,2024.0
CUST0137,,Unknown,60.0,Branch_3,3,,45.0,0,0.0,Hitech City,good savings,4.0,1.0,Veg,50,No,2024.0
CUST0138,,Unknown,60.0,Branch_7,7,,1080.0,0,0.0,LB Nagar,,3.0,2.0,Veg,100,No,2024.0
CUST0139,2025-02-03,Unknown,25.0,Branch_6,6,2025-05-04,270.0,0,0.0,Secunderabad,,1.0,2.0,Veg,10,No,2024.0
CUST0140,2025-02-08,F,30.0,Branch_2,2,2025-05-09,10800.0,0,0.0,Gachibowli,Not much benefit,5.0,5.0,Non-Veg,300,No,2024.0
CUST0141,,F,30.0,Branch_6,6,,10800.0,0,0.0,Secunderabad,good savings,4.0,4.0,Non-Veg,20,No,2024.0
CUST0142,,M,45.0,Branch_6,6,,1080.0,0,0.0,Secunderabad,Not much benefit,4.0,1.0,Veg,20,No,2024.0
CUST0143,,Unknown,30.0,Branch_2,2,,45.0,0,0.0,Gachibowli,Not worth it :(,5.0,3.0,Veg,50,No,2024.0
CUST0144,2025-01-21,Unknown,18.0,Branch_1,1,2025-04-21,810.0,0,0.0,Madhapur,Too crowded!!!,3.0,3.0,Veg,100,No,2024.0
CUST0145,2025-01-03,F,60.0,Branch_8,8,2025-04-03,2700.0,0,0.0,Dilsukhnagar,Offer okay,3.0,4.0,Non-Veg,1000,No,2024.0
CUST0146,,Unknown,18.0,Branch_1,1,,2700.0,0,0.0,Madhapur,Offer okay,1.0,5.0,Non-Veg,50,No,2024.0
CUST0147,,F,60.0,Branch_10,10,,540.0,0,0.0,Mehdipatnam,good savings,5.0,3.0,Veg,20,No,2024.0
CUST0148,,F,18.0,Branch_7,7,,2700.0,0,0.0,LB Nagar,Average experience,5.0,4.0,Non-Veg,1000,No,2024.0
CUST0149,,M,30.0,Branch_9,9,,10800.0,0,0.0,Uppal,Did not use offer,3.0,1.0,Veg,20,No,2024.0
CUST0150,2025-03-02,F,30.0,Branch_8,8,2025-05-31,540.0,0,0.0,Dilsukhnagar,Worth the price??,2.0,1.0,Veg,1000,No,2024.0
CUST0151,2025-02-02,M,60.0,Branch_9,9,2025-05-03,1080.0,0,0.0,Uppal,,5.0,2.0,Non-Veg,50,No,2024.0
CUST0152,2025-01-11,F,30.0,Branch_10,10,2025-04-11,10800.0,0,0.0,Mehdipatnam,Very useful offer!!!,4.0,3.0,Non-Veg,300,No,2024.0
CUST0153,2025-01-29,F,30.0,Branch_8,8,2025-04-29,540.0,0,0.0,Dilsukhnagar,Average experience,4.0,2.0,Veg,300,No,2024.0
CUST0154,,Unknown,25.0,Branch_7,7,,810.0,0,0.0,LB Nagar,average,2.0,5.0,Veg,1000,No,2024.0
CUST0155,,Unknown,18.0,Branch_8,8,,45.0,0,0.0,Dilsukhnagar,good????,5.0,1.0,Veg,0,No,2024.0
CUST0156,2025-01-18,M,30.0,Branch_7,7,2025-04-18,1080.0,0,0.0,LB Nagar,average,4.0,3.0,Veg,50,No,2024.0
CUST0157,2025-01-26,Unknown,30.0,Branch_2,2,2025-04-26,540.0,0,0.0,Gachibowli,Very useful offer!!!,3.0,1.0,Non-Veg,300,No,2024.0
CUST0158,,M,45.0,Branch_3,3,,10800.0,0,0.0,Hitech City,,4.0,3.0,Veg,1000,No,2024.0
CUST0159,,M,30.0,Branch_1,1,,810.0,0,0.0,Madhapur,Average experience,2.0,2.0,Non-Veg,300,No,2024.0
CUST0160,,Unknown,18.0,Branch_4,4,,45.0,0,0.0,Kukatpally,Very useful offer!!!,2.0,4.0,Non-Veg,1000,No,2024.0
CUST0161,,M,30.0,Branch_8,8,,45.0,0,0.0,Dilsukhnagar,good????,2.0,3.0,Non-Veg,0,No,2024.0
CUST0162,,F,18.0,Branch_7,7,,270.0,0,0.0,LB Nagar,Did not use offer,3.0,1.0,Non-Veg,100,No,2024.0
CUST0163,2025-01-25,Unknown,30.0,Branch_6,6,2025-04-25,810.0,0,0.0,Secunderabad,Offer okay,1.0,3.0,Veg,300,No,2024.0
CUST0164,2025-02-19,M,60.0,Branch_3,3,2025-05-20,2700.0,0,0.0,Hitech City,Did not use offer,3.0,3.0,Veg,1000,No,2024.0
CUST0165,,F,18.0,Branch_3,3,,2700.0,0,0.0,Hitech City,good????,4.0,1.0,Veg,10,No,2024.0
CUST0166,2025-02-20,Unknown,30.0,Branch_5,5,2025-05-21,45.0,0,0.0,Ameerpet,Average experience,1.0,3.0,Veg,20,No,2024.0
CUST0167,,Unknown,18.0,Branch_6,6,,10800.0,0,0.0,Secunderabad,Too crowded!!!,3.0,4.0,Non-Veg,300,No,2024.0
CUST0168,,Unknown,30.0,Branch_3,3,,810.0,0,0.0,Hitech City,Offer okay,5.0,3.0,Veg,300,No,2024.0
CUST0169,,F,45.0,Branch_10,10,,45.0,0,0.0,Mehdipatnam,Offer okay,1.0,1.0,Veg,300,No,2024.0
CUST0170,,Unknown,25.0,Branch_10,10,,540.0,0,0.0,Mehdipatnam,good????,4.0,3.0,Non-Veg,0,No,2024.0
CUST0171,,M,18.0,Branch_5,5,,1080.0,0,0.0,Ameerpet,Loved it ,3.0,4.0,Veg,100,No,2024.0
CUST0172,2025-03-02,M,25.0,Branch_8,8,2025-05-31,270.0,0,0.0,Dilsukhnagar,good savings,2.0,3.0,Veg,20,No,2024.0
CUST0173,,F,30.0,Branch_10,10,,1080.0,0,0.0,Mehdipatnam,Offer okay,3.0,4.0,Veg,100,No,2024.0
CUST0174,2025-02-03,F,18.0,Branch_5,5,2025-05-04,810.0,0,0.0,Ameerpet,Very useful offer!!!,3.0,2.0,Non-Veg,100,No,2024.0
CUST0175,,Unknown,30.0,Branch_5,5,,1080.0,0,0.0,Ameerpet,,5.0,3.0,Non-Veg,50,No,2024.0
CUST0176,2025-01-08,M,60.0,Branch_8,8,2025-04-08,10800.0,0,0.0,Dilsukhnagar,Loved it ,3.0,3.0,Veg,100,No,2024.0
CUST0177,,Unknown,30.0,Branch_3,3,,540.0,0,0.0,Hitech City,good savings,2.0,2.0,Veg,1000,No,2024.0
CUST0178,,Unknown,30.0,Branch_9,9,,45.0,0,0.0,Uppal,Too crowded!!!,5.0,2.0,Non-Veg,0,No,2024.0
CUST0179,2025-01-20,Unknown,30.0,Branch_9,9,2025-04-20,2700.0,0,0.0,Uppal,average,5.0,1.0,Veg,20,No,2024.0
CUST0180,2025-01-29,F,25.0,Branch_3,3,2025-04-29,2700.0,0,0.0,Hitech City,Crowded but good,5.0,1.0,Veg,100,No,2024.0
CUST0181,2025-01-20,Unknown,45.0,Branch_4,4,2025-04-20,270.0,0,0.0,Kukatpally,average,1.0,3.0,Veg,300,No,2024.0
CUST0182,,M,25.0,Branch_5,5,,270.0,0,0.0,Ameerpet,Not worth it :(,5.0,2.0,Veg,300,No,2024.0
CUST0183,,M,18.0,Branch_1,1,,10800.0,0,0.0,Madhapur,Very useful offer!!!,3.0,5.0,Veg,300,No,2024.0
CUST0184,2025-02-19,Unknown,45.0,Branch_1,1,2025-05-20,810.0,0,0.0,Madhapur,Loved it ,3.0,4.0,Veg,1000,No,2024.0
CUST0185,,M,25.0,Branch_2,2,,540.0,0,0.0,Gachibowli,Not much benefit,4.0,4.0,Non-Veg,10,No,2024.0
CUST0186,,Unknown,60.0,Branch_6,6,,1080.0,0,0.0,Secunderabad,Crowded but good,2.0,3.0,Non-Veg,100,No,2024.0
CUST0187,2025-01-21,F,25.0,Branch_8,8,2025-04-21,810.0,0,0.0,Dilsukhnagar,good savings,1.0,3.0,Non-Veg,1000,No,2024.0
CUST0188,,Unknown,30.0,Branch_6,6,,270.0,0,0.0,Secunderabad,Too crowded!!!,2.0,4.0,Non-Veg,50,No,2024.0
CUST0189,,M,30.0,Branch_1,1,,540.0,0,0.0,Madhapur,Did not use offer,4.0,2.0,Veg,100,No,2024.0
CUST0190,,Unknown,30.0,Branch_5,5,,45.0,0,0.0,Ameerpet,Average experience,5.0,1.0,Veg,50,No,2024.0
CUST0191,2025-02-26,Unknown,30.0,Branch_7,7,2025-05-27,2700.0,0,0.0,LB Nagar,Crowded but good,1.0,5.0,Non-Veg,10,No,2024.0
CUST0192,,Unknown,30.0,Branch_2,2,,1080.0,0,0.0,Gachibowli,Too crowded!!!,5.0,3.0,Non-Veg,300,No,2024.0
CUST0193,2025-01-09,Unknown,25.0,Branch_6,6,2025-04-09,810.0,0,0.0,Secunderabad,,5.0,5.0,Non-Veg,100,No,2024.0
CUST0194,2025-01-03,Unknown,25.0,Branch_8,8,2025-04-03,270.0,0,0.0,Dilsukhnagar,Not worth it :(,5.0,2.0,Veg,100,No,2024.0
CUST0195,,Unknown,60.0,Branch_10,10,,270.0,0,0.0,Mehdipatnam,Did not use offer,5.0,5.0,Non-Veg,300,No,2024.0
CUST0196,,Unknown,18.0,Branch_6,6,,810.0,0,0.0,Secunderabad,Crowded but good,5.0,3.0,Non-Veg,1000,No,2024.0
CUST0197,2025-02-08,F,30.0,Branch_10,10,2025-05-09,540.0,0,0.0,Mehdipatnam,Not worth it :(,4.0,2.0,Non-Veg,300,No,2024.0
CUST0198,,M,18.0,Branch_4,4,,270.0,0,0.0,Kukatpally,,1.0,4.0,Veg,50,No,2024.0
CUST0199,2025-01-27,Unknown,30.0,Branch_10,10,2025-04-27,270.0,0,0.0,Mehdipatnam,good????,2.0,5.0,Veg,100,No,2024.0
CUST0200,,Unknown,60.0,Branch_9,9,,2700.0,0,0.0,Uppal,Worth the price??,4.0,5.0,Veg,100,No,2024.0
CUST0201,,Unknown,30.0,Branch_5,5,,2700.0,0,0.0,Ameerpet,,3.0,5.0,Veg,10,No,2024.0
CUST0202,,Unknown,60.0,Branch_4,4,,10800.0,0,0.0,Kukatpally,Not much benefit,3.0,5.0,Non-Veg,20,No,2024.0
CUST0203,,Unknown,30.0,Branch_9,9,,45.0,0,0.0,Uppal,average,3.0,2.0,Veg,0,No,2024.0
CUST0204,,Unknown,45.0,Branch_6,6,,2700.0,0,0.0,Secunderabad,good????,4.0,2.0,Veg,1000,No,2024.0
CUST0205,,F,18.0,Branch_5,5,,1080.0,0,0.0,Ameerpet,Not worth it :(,3.0,5.0,Veg,10,No,2024.0
CUST0206,2025-02-12,M,30.0,Branch_1,1,2025-05-13,270.0,0,0.0,Madhapur,Offer okay,3.0,4.0,Veg,300,No,2024.0
CUST0207,2025-01-01,Unknown,30.0,Branch_8,8,2025-04-01,270.0,0,0.0,Dilsukhnagar,Too crowded!!!,3.0,3.0,Veg,300,No,2024.0
CUST0208,2025-02-28,M,25.0,Branch_4,4,2025-05-29,45.0,0,0.0,Kukatpally,Crowded but good,2.0,1.0,Non-Veg,1000,No,2024.0
CUST0209,,M,30.0,Branch_5,5,,270.0,0,0.0,Ameerpet,Average experience,5.0,5.0,Veg,20,No,2024.0
CUST0210,,Unknown,25.0,Branch_9,9,,810.0,0,0.0,Uppal,average,5.0,4.0,Veg,10,No,2024.0
CUST0211,2025-01-22,F,30.0,Branch_5,5,2025-04-22,2700.0,0,0.0,Ameerpet,good????,3.0,3.0,Non-Veg,300,No,2024.0
CUST0212,2025-01-12,Unknown,60.0,Branch_7,7,2025-04-12,10800.0,0,0.0,LB Nagar,good savings,4.0,3.0,Veg,10,No,2024.0
CUST0213,2025-01-31,Unknown,45.0,Branch_4,4,2025-05-01,270.0,0,0.0,Kukatpally,Offer okay,3.0,5.0,Non-Veg,100,No,2024.0
CUST0214,2025-01-17,M,30.0,Branch_1,1,2025-04-17,540.0,0,0.0,Madhapur,Average experience,2.0,4.0,Non-Veg,100,No,2024.0
CUST0215,,Unknown,30.0,Branch_5,5,,2700.0,0,0.0,Ameerpet,,2.0,4.0,Veg,50,No,2024.0
CUST0216,,Unknown,30.0,Branch_9,9,,810.0,0,0.0,Uppal,Too crowded!!!,2.0,3.0,Non-Veg,1000,No,2024.0
CUST0217,2025-02-03,M,30.0,Branch_2,2,2025-05-04,1080.0,0,0.0,Gachibowli,average,5.0,5.0,Veg,100,No,2024.0
CUST0218,2025-01-11,F,30.0,Branch_2,2,2025-04-11,10800.0,0,0.0,Gachibowli,good savings,5.0,4.0,Veg,50,No,2024.0
CUST0219,2025-02-02,Unknown,45.0,Branch_9,9,2025-05-03,810.0,0,0.0,Uppal,good????,1.0,4.0,Veg,1000,No,2024.0
CUST0220,2025-02-17,M,30.0,Branch_6,6,2025-05-18,1080.0,0,0.0,Secunderabad,,1.0,4.0,Veg,20,No,2024.0
CUST0221,,Unknown,30.0,Branch_7,7,,270.0,0,0.0,LB Nagar,Not much benefit,4.0,4.0,Veg,300,No,2024.0
CUST0222,2025-02-11,Unknown,25.0,Branch_9,9,2025-05-12,540.0,0,0.0,Uppal,good????,2.0,1.0,Veg,20,No,2024.0
CUST0223,,Unknown,30.0,Branch_9,9,,2700.0,0,0.0,Uppal,average,2.0,2.0,Non-Veg,20,No,2024.0
CUST0224,2025-01-18,Unknown,30.0,Branch_1,1,2025-04-18,2700.0,0,0.0,Madhapur,,2.0,1.0,Veg,100,No,2024.0
CUST0225,2025-01-29,F,30.0,Branch_1,1,2025-04-29,2700.0,0,0.0,Madhapur,Crowded but good,4.0,2.0,Non-Veg,10,No,2024.0
CUST0226,2025-01-09,Unknown,60.0,Branch_10,10,2025-04-09,540.0,0,0.0,Mehdipatnam,,3.0,2.0,Non-Veg,100,No,2024.0
CUST0227,2025-01-27,Unknown,30.0,Branch_3,3,2025-04-27,540.0,0,0.0,Hitech City,Very useful offer!!!,3.0,3.0,Non-Veg,50,No,2024.0
CUST0228,,F,45.0,Branch_7,7,,2700.0,0,0.0,LB Nagar,Crowded but good,2.0,5.0,Non-Veg,10,No,2024.0
CUST0229,2025-01-20,M,30.0,Branch_8,8,2025-04-20,2700.0,0,0.0,Dilsukhnagar,Crowded but good,5.0,5.0,Veg,50,No,2024.0
CUST0230,2025-01-17,Unknown,18.0,Branch_8,8,2025-04-17,540.0,0,0.0,Dilsukhnagar,Did not use offer,3.0,2.0,Veg,20,No,2024.0
CUST0231,,M,18.0,Branch_10,10,,2700.0,0,0.0,Mehdipatnam,,5.0,3.0,Non-Veg,100,No,2024.0
CUST0232,2025-01-31,M,30.0,Branch_5,5,2025-05-01,10800.0,0,0.0,Ameerpet,,2.0,3.0,Veg,300,No,2024.0
CUST0233,,F,30.0,Branch_10,10,,270.0,0,0.0,Mehdipatnam,,2.0,5.0,Veg,1000,No,2024.0
CUST0234,,Unknown,45.0,Branch_9,9,,810.0,0,0.0,Uppal,Average experience,3.0,5.0,Non-Veg,50,No,2024.0
CUST0235,2025-02-21,F,60.0,Branch_6,6,2025-05-22,810.0,0,0.0,Secunderabad,Offer okay,4.0,1.0,Non-Veg,1000,No,2024.0
CUST0236,2025-02-17,Unknown,45.0,Branch_10,10,2025-05-18,45.0,0,0.0,Mehdipatnam,Worth the price??,2.0,3.0,Veg,50,No,2024.0
CUST0237,2025-02-01,Unknown,30.0,Branch_6,6,2025-05-02,2700.0,0,0.0,Secunderabad,good????,3.0,3.0,Non-Veg,50,No,2024.0
CUST0238,2025-02-16,Unknown,25.0,Branch_9,9,2025-05-17,540.0,0,0.0,Uppal,,5.0,3.0,Veg,100,No,2024.0
CUST0239,2025-02-23,M,30.0,Branch_1,1,2025-05-24,45.0,0,0.0,Madhapur,Worth the price??,3.0,2.0,Veg,300,No,2024.0
CUST0240,2025-01-01,Unknown,30.0,Branch_1,1,2025-04-01,1080.0,0,0.0,Madhapur,Very useful offer!!!,1.0,5.0,Non-Veg,50,No,2024.0
CUST0241,2025-01-02,M,30.0,Branch_5,5,2025-04-02,2700.0,0,0.0,Ameerpet,Too crowded!!!,2.0,1.0,Veg,100,No,2024.0
CUST0242,2025-01-16,Unknown,30.0,Branch_6,6,2025-04-16,1080.0,0,0.0,Secunderabad,good savings,3.0,4.0,Non-Veg,100,No,2024.0
CUST0243,2025-02-14,M,18.0,Branch_2,2,2025-05-15,540.0,0,0.0,Gachibowli,Crowded but good,4.0,4.0,Non-Veg,50,No,2024.0
CUST0244,2025-02-10,Unknown,60.0,Branch_8,8,2025-05-11,2700.0,0,0.0,Dilsukhnagar,Not worth it :(,1.0,5.0,Veg,10,No,2024.0
CUST0245,2025-02-27,Unknown,30.0,Branch_8,8,2025-05-28,2700.0,0,0.0,Dilsukhnagar,,1.0,3.0,Veg,100,No,2024.0
CUST0246,2025-01-12,F,30.0,Branch_10,10,2025-04-12,540.0,0,0.0,Mehdipatnam,,1.0,3.0,Veg,100,No,2024.0
